Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits
RESIDENTIAL CARE ELDERLY,90317521,SIERRA MANOR,"JERVISS, LINDA","JERVISS,LINDA",(530) 642-8802,863 DE BERNARDI COURT,PLACERVILLE,CA,95667,EL DORADO,27,15,LICENSED,10/30/92,,12/7/16,3,1,1,5
RESIDENTIAL CARE ELDERLY,45002414,SIERRA MANOR ASSISTED LIVING,BALWINDER ATTWAL,BALWINDER ATTWAL,(530) 895-0800,2770 SIERRA LADERA LANE,CHICO,CA,95928,BUTTE,25,49,CLOSED,,3/14/12,3/9/12,0,0,2,2
RESIDENTIAL CARE ELDERLY,374601421,SIERRA MESA RCFE,"BEAS, INC.","BEAS, JANNETH",(858) 874-5829,2562 MOONSTONE DRIVE,SAN DIEGO,CA,92123,SAN DIEGO,8,6,CLOSED,8/16/06,8/20/15,8/20/15,0,0,1,1
RESIDENTIAL CARE ELDERLY,455002190,SIERRA OAKS OF REDDING,REDDING NORTH SENIOR LIVING LLC,BOBAN KRISTINE,(530) 241-5100,1580 COLLYER DR,REDDING,CA,96003,SHASTA,25,85,LICENSED,7/12/10,,11/16/16,2,7,4,13
RESIDENTIAL CARE ELDERLY,455002191,SIERRA OAKS OF REDDING MEMORY CARE,REDDING NORTH SENIOR LIVING LLC,"BOBAN, KRISTINE",(530) 241-5100,1620 COLLYER DR,REDDING,CA,96003,SHASTA,25,28,LICENSED,7/12/10,,5/5/15,1,7,3,11
RESIDENTIAL CARE ELDERLY,107200486,SIERRA PALACE FOR ELDERLY,"PERERA, NEIL","PERERA, NEIL",(559) 435-6345,607 E. SIERRA AVENUE,FRESNO,CA,93710,FRESNO,24,6,LICENSED,2/4/97,,12/2/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,107200877,SIERRA PALACE FOR ELDERLY #2,"PERERA, NEIL MANUEL","PERERA, NEIL MANUEL",(559) 435-6345,1492 W. BULLARD,FRESNO,CA,93711,FRESNO,24,6,LICENSED,9/20/99,,9/22/16,5,0,1,6
RESIDENTIAL CARE ELDERLY,107206560,SIERRA PALACE FOR THE ELDERLY,NEIL M PERERA,"PERERA, NEIL MANUEL",(559) 375-1917,2060 W. MENLO,FRESNO,CA,93711,FRESNO,24,6,LICENSED,6/13/12,,8/12/16,0,1,5,6
RESIDENTIAL CARE ELDERLY,330907858,SIERRA PINE GUEST HOME,JAIME NAZARENO,LAURA NAZARENO,(951) 689-5322,5051 LA SIERRA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,18,25,LICENSED,1/8/94,,1/27/16,5,6,11,22
RESIDENTIAL CARE ELDERLY,336427415,SIERRA PINE GUEST HOME INC,SIERRA PINE GUEST HOME INC,"NAZARENO, LAURA T",(951) 689-5322,5051 LA SIERRA AVE,RIVERSIDE,CA,92505,RIVERSIDE,18,25,PENDING,,,11/22/16,0,0,1,1
RESIDENTIAL CARE ELDERLY,315002050,SIERRA POINTE,AVALON SIERRA POINTE LLC & SRG PACIFIC MGMT LLC,"WEINROTH, STEVEN",(916) 780-3330,5161 FOOTHILLS BLVD.,ROSEVILLE,CA,95747,PLACER,27,140,LICENSED,3/25/08,,10/20/16,2,4,5,11
RESIDENTIAL CARE ELDERLY,317004858,SIERRA RIDGE MEMORY CARE,"AUBURN RDGE OP,LP&MILESTONE RETIREMENT COMM LLC","TWITCHELL, DANIELLE",(530) 887-8600,3265 BLUE OAKS DRIVE,AUBURN,CA,95602,PLACER,27,65,CLOSED,8/23/11,2/13/15,8/26/14,2,13,1,16
RESIDENTIAL CARE ELDERLY,317005531,SIERRA RIDGE SENIOR LIVING,MR CA GP LLC OF SIERRA RIDGE OPS LP/MILESTONE,"TWITCHELL, DANIELLE",(530) 887-8600,3265 BLUE OAKS DRIVE,AUBURN,CA,95602,PLACER,27,65,LICENSED,2/13/15,,12/7/16,2,7,2,11
RESIDENTIAL CARE ELDERLY,197603944,SIERRA ROSE,SIERRA ROSE HOUSING CORPORATION; ABILITYFIRST,"TREVINO, DANIEL",(626) 440-9090,3053 1/2 E DEL MAR BLVD,PASADENA,CA,91107,LOS ANGELES,28,6,LICENSED,3/19/03,,7/15/15,3,1,4,8
RESIDENTIAL CARE ELDERLY,295001463,SIERRA VIEW MANOR,"SIERRA VIEW MANOR, LLC","TENNIES, VANESSA LAIDLEY",(530) 273-4849,120 DORSEY DRIVE,GRASS VALLEY,CA,95945,NEVADA,27,58,LICENSED,11/17/03,,5/18/16,2,5,1,8
RESIDENTIAL CARE ELDERLY,107203505,SIERRA VILLA REST HOME,"THERAPEUTIC RESIDENTIAL SERVICES, INC.","KUMAR, HARMESH PH.D.",(559) 299-5579,175 W. SIERRA AVE.,CLOVIS,CA,93612,FRESNO,24,49,LICENSED,5/30/07,,5/9/13,2,3,3,8
RESIDENTIAL CARE ELDERLY,547201807,SIERRA VILLAGE ASSISTED LIVING,"SIERRA VILLAGE, INC.","STANLEY, PAMELA J.",(559) 713-1911,73 MOLENSTRAAT,VISALIA,CA,93277,TULARE,24,22,LICENSED,6/9/04,,12/30/14,1,0,1,2
RESIDENTIAL CARE ELDERLY,366423475,SIERRA VISTA,EXTENDED CARE PORTFOLIO CA TNNT; NORTHSTAR SR LVG,"GONZALES, MARIA I",(760) 243-2271,13815 RODEO DR,VICTORVILLE,CA,92395,SAN BERNARDINO,18,63,LICENSED,10/30/08,,3/17/15,1,9,5,15
RESIDENTIAL CARE ELDERLY,157200859,SIERRA VISTA RESORT,"REUTTER, LORRAINE & WALDMAN, DEBRA",LORRAINE REUTTER,(661) 821-6616,22980 SAN JUAN,TEHACHAPI,CA,93561,KERN,24,6,LICENSED,5/18/99,,12/2/16,3,1,0,4
RESIDENTIAL CARE ELDERLY,198602166,SIESTA ASSISTED LIVING,SIESTA ASSISTED LIVING INC.,"MORENO, FRANCISCO",(626) 642-7409,163 N PASADENA AVENUE,AZUSA,CA,91702,LOS ANGELES,28,6,LICENSED,9/6/16,,3/16/16,0,0,2,2
RESIDENTIAL CARE ELDERLY,347005733,SIGNATURE LIVING RCFE,SIGNATURE LIVING LLC,"ENERO,EDGAR",(916) 346-4128,7315 POCKET ROAD,SACRAMENTO,CA,95831,SACRAMENTO,27,6,LICENSED,10/11/16,,9/7/16,0,0,3,3
RESIDENTIAL CARE ELDERLY,197609021,SILIK RESIDENTIAL CARE OF VALLEY VILLAGE,SILIK GROUP HOMES INC,"SAMALA, FRANCIS",(760) 464-3330,5720 GENTRY AVE,VALLEY VILLAGE,CA,91607,LOS ANGELES,31,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,366426470,SILLANO HOME CARE,"SILLANO HOME CARE., LLC",MARIE PAZ Z. SILLANO,(909) 320-7450,6973 SPRINGTIME AVE.,FONTANA,CA,92336,SAN BERNARDINO,18,4,CLOSED,10/30/14,5/25/16,10/16/14,0,0,2,2
RESIDENTIAL CARE ELDERLY,496802047,SILVA BOARD AND CARE,"TRINIDAD, JOEL","TRINIDAD, JOEL",(707) 542-3500,1130 SILVA AVE,SANTA ROSA,CA,95404,SONOMA,21,6,LICENSED,5/9/07,,9/15/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,315001870,SILVER AGE VILLA,"PARVU, TUDOR","PARVU, TUDOR",(916) 663-1653,6840 CHILI HILL ROAD,NEWCASTLE,CA,95658,PLACER,27,6,LICENSED,7/10/06,,5/4/16,3,0,0,3
RESIDENTIAL CARE ELDERLY,197607469,SILVER AND GRAY RETREATS,SILVER AND GRAY HOME CARE LLC,GLENDA BUSTOS,(424) 206-2292,27102 INDIAN PEAK ROAD,RANCHO PALOS VERDES,CA,90274,LOS ANGELES,28,6,LICENSED,6/13/08,,6/27/13,1,0,1,2
RESIDENTIAL CARE ELDERLY,435202584,SILVER CREEK SENIOR LIVING,WILLTOWER VICTORY I OPCO LLC;SUNRISE SENIOR LIVING,"FERSON, ELYSE",(408) 223-1312,4588 SAN FELIPE ROAD,SAN JOSE,CA,95135,SANTA CLARA,26,140,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,197609096,SILVER HILL SENIOR CARE INC,SILVER HILL SENIOR CARE INC,"SARKISIAN, VIVIAN V",(818) 429-7567,10246 LOUISE AVE,NORTHRIDGE,CA,91325,LOS ANGELES,31,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,336409389,SILVER HILLS HOME CARE,MADALINA ROTAR,MADALINA ROTAR,(951) 789-4667,7891 SILVER HILLS DR,"RIVERSIDE,",CA,92506,RIVERSIDE,18,2,LICENSED,5/20/05,,6/14/16,1,0,0,1
RESIDENTIAL CARE ELDERLY,425800609,SILVER HILLS RCFE,"SEPULVEDA, ALFONSITO D. & JOVINA C.",ALAN SEPULVEDA,(805) 348-1809,501 GARNET WAY,SANTA MARIA,CA,93454,SANTA BARBARA,29,6,LICENSED,4/11/01,,6/12/14,1,0,0,1
RESIDENTIAL CARE ELDERLY,507001553,SILVER LEAF VILLA,ZELDA BORTON,ZELDA BORTON,(209) 529-3883,3117 LONDONDERRY ROAD,MODESTO,CA,95350,STANISLAUS,27,6,CLOSED,3/1/01,5/2/16,4/21/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,347005744,SILVER LINING CARE HOME,SILVER LINING CARE HOME LLC,EVELINA AND PAVEL MAGUREAN,(916) 241-9186,8189 PLUMERIA AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,27,6,LICENSED,12/23/16,,12/15/16,0,0,1,1
RESIDENTIAL CARE ELDERLY,347005447,SILVER LINING CARE HOME,SILVER LINING CARE HOME,HELEN P SARDO,(916) 479-9191,8538 KRANS COURT,ANTELOPE,CA,95843,SACRAMENTO,27,6,ON PROBATION,10/14/14,,12/13/16,1,3,15,19
RESIDENTIAL CARE ELDERLY,306004603,SILVER LINING MANOR,LACY FADDOUL,LACY FADDOUL,(714) 999-9974,2116 W. CRONE AVENUE,ANAHEIM,CA,92804,ORANGE,22,6,LICENSED,5/1/14,,7/9/14,0,0,7,7
RESIDENTIAL CARE ELDERLY,336427244,SILVER LIVING HOME CARE,SILVER LIVING HOME CARE LLC,"CANDIDATO, FLORINA",(951) 653-7004,22590 TEMCO ST,MORENO VALLEY,CA,92553,RIVERSIDE,18,6,LICENSED,10/12/15,,7/18/16,1,0,3,4
RESIDENTIAL CARE ELDERLY,336426347,SILVER MOON ASSISTED LIVING,APRIL GERONIMO,APRIL GERONIMO,(951) 926-0570,35681 SILVERWEED ROAD,MURRIETA,CA,92563,RIVERSIDE,18,6,LICENSED,8/3/15,,9/26/16,0,1,2,3
RESIDENTIAL CARE ELDERLY,490103714,SILVER OAK,"COLE, JOAN & PAUL","COLE, DAVID",(707) 833-6439,1175 LAWNDALE ROAD,KENWOOD,CA,95452,SONOMA,21,6,LICENSED,5/12/82,,2/18/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,374602670,SILVER OAK COUNTRY ESTATES I,SILVER OAK COUNTRY ESTATES INC.,"ECKERT, LORENA",(760) 415-8216,138 SUN VILLA COURT,VISTA,CA,92084,SAN DIEGO,8,6,LICENSED,3/20/08,,9/23/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,374602671,SILVER OAK COUNTRY ESTATES II,SILVER OAK COUNTRY ESTATES INC.,"ECKERT, LORENA",(760) 415-8216,146 SUN VILLA COURT,VISTA,CA,92084,SAN DIEGO,8,6,LICENSED,3/20/08,,9/23/16,3,1,4,8
RESIDENTIAL CARE ELDERLY,374602754,SILVER OAK COUNTRY ESTATES III,SILVER OAK COUNTRY ESTATES INC,LORENA ECKERT,(760) 415-8216,143 SUN VILLA CT,VISTA,CA,92084,SAN DIEGO,8,6,LICENSED,7/25/08,,9/23/16,2,0,0,2
RESIDENTIAL CARE ELDERLY,65002547,SILVER OAKS MANOR,"DALTRAC, LLC","MARFIL, SHANTA",(530) 473-5906,282 10TH STREET,WILLIAMS,CA,95987,COLUSA,25,15,CLOSED,8/5/14,6/28/16,6/28/16,0,0,2,2
RESIDENTIAL CARE ELDERLY,374603380,"SILVER OAKS, SOUTH","ONE KIRKHAM PARKWAY, LLC.",KRIS LAND,(858) 829-1815,12277 BEREA CT,POWAY,CA,92064,SAN DIEGO,8,6,LICENSED,6/7/13,,9/15/16,1,0,3,4
RESIDENTIAL CARE ELDERLY,347005224,"SILVER PINE CARE HOME, LLC.","SILVER PINE CARE HOME I, LLC.","LOESCH, DEBBIE",(916) 308-2968,4831 MERLE COURT,SACRAMENTO,CA,95841,SACRAMENTO,27,6,CLOSED,,11/21/15,7/16/15,0,0,2,2
RESIDENTIAL CARE ELDERLY,342700133,SILVER PINES CARE HOME I LLC,SILVER PINES CARE HOME I LLC,"LOESCH, DEBBIE",(916) 686-1936,8625 HUME COURT,ELK GROVE,CA,95624,SACRAMENTO,27,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,415600884,"SILVER POINT PLAZA, INC.","SILVER POINT PLAZA, INC.","RINGO, IVAH VANESSA C.",(408) 623-7058,16 COLEMAN PLACE,MENLO PARK,CA,94025,SAN MATEO,14,43,LICENSED,8/15/14,,10/19/16,1,2,6,9
RESIDENTIAL CARE ELDERLY,197803538,SILVER RAIN HOME CARE,STONEGATE CORPORATION,EUGENE ALANGUI,(909) 861-3438,1707 SILVER RAIN DR.,DIAMOND BAR,CA,91765,LOS ANGELES,28,6,LICENSED,9/10/01,,9/27/12,1,0,0,1
RESIDENTIAL CARE ELDERLY,496803499,SILVER STAR,SILVER STAR INC,"KUMAR, AMI",(707) 843-7886,1966 DENNIS LANE,SANTA ROSA,CA,95403,SONOMA,21,6,LICENSED,5/23/14,,5/20/16,1,1,3,5
RESIDENTIAL CARE ELDERLY,374602001,SILVER TREE VILLA,"ARABSHAHI, MOHAMMAD",MOHAMMAD ARABSHAHI,(760) 739-8393,1592 SILVER TREE LN,ESCONDIDO,CA,92026,SAN DIEGO,8,6,LICENSED,6/29/05,,6/13/14,1,0,0,1
RESIDENTIAL CARE ELDERLY,374603631,SILVER TREE VILLA #2,"ARABSHAHI, MOHAMMAD",MOHAMMAD ARABSHAHI,(760) 735-5157,1542 SILVER TREE LANE,ESCONDIDO,CA,92026,SAN DIEGO,8,6,CLOSED,,6/9/15,,0,0,0,0
RESIDENTIAL CARE ELDERLY,374602680,SILVER TREE VILLA #2,"ARABSHAHI, MOHAMMAD","ARABSHAHI, MOHAMMAD",(760) 735-5157,1542 SILVER TREE LANE,ESCONDIDO,CA,92026,SAN DIEGO,8,6,CLOSED,8/29/08,1/12/12,1/12/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,79200369,SILVER YEARS CARE HOME FOR SENIORS #1,"MAHAWAR CARE, LLC",RAMONA VILLACORTA,(408) 209-7477,993 OAK GROVE ROAD,CONCORD,CA,94518,CONTRA COSTA,15,6,LICENSED,6/1/14,,12/14/16,1,0,3,4
RESIDENTIAL CARE ELDERLY,71440246,SILVER YEARS CARE HOME FOR SENIORS #1,"GUERRERO, NORA B.","GUERRERO, NORA",(925) 676-8291,993 OAK GROVE ROAD,CONCORD,CA,94518,CONTRA COSTA,15,8,CLOSED,,6/1/14,4/25/14,0,0,0,0
RESIDENTIAL CARE ELDERLY,71440666,SILVER YEARS CARE HOME FOR SENIORS #2,"GUERRERO, NORA B.","GUERRERO, NORA B.",(925) 689-5967,1921 WHITMAN ROAD,CONCORD,CA,94518,CONTRA COSTA,15,6,CLOSED,10/10/89,6/1/14,4/25/14,0,0,1,1
RESIDENTIAL CARE ELDERLY,79200370,SILVER YEARS CARE HOME FOR SENIORS #2,"MAHAWAR CARE, LLC",RAMONA VILLACORTA,(408) 209-7477,1921 WHITMAN ROAD,CONCORD,CA,94518,CONTRA COSTA,15,6,LICENSED,6/1/14,,9/15/16,1,10,9,20
RESIDENTIAL CARE ELDERLY,75600258,SILVER YEARS CARE HOME FOR SENIORS #3,"GUERRERO, NORA","GUERRERO, NORA",(925) 691-3935,836 SAN SIMEON DRIVE,CONCORD,CA,94518,CONTRA COSTA,15,6,CLOSED,5/1/98,3/6/13,5/13/10,0,0,0,0
RESIDENTIAL CARE ELDERLY,19200709,SILVERADO-BERKELEY,"SILVERADO SENIOR LIVING MANAGEMENT,INC WELLTOWER","SAVOIE, DEBORAH",(510) 841-4844,2235 SACRAMENTO STREET,BERKELEY,CA,94702,ALAMEDA,15,90,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,565801698,SILVERADO OAKS,MACANDILI GROUP OF COMPANIES,WILFREDO MACANDILI,(818) 458-7150,4240 SILVERADO DRIVE,THOUSAND OAKS,CA,91360,VENTURA,31,6,CLOSED,7/6/10,8/29/12,8/29/12,0,3,4,7
RESIDENTIAL CARE ELDERLY,415600662,SILVERADO SENIOR LIVING-BELMONT HILLS,"PACIFIC SENIOR MGMT, LLC & RV CALIFORNIA, LP","GASPERIAN, DAIZEL",(650) 654-9700,1301 RALSTON AVENUE,BELMONT,CA,94002,SAN MATEO,14,100,CLOSED,4/26/06,1/10/13,6/20/11,0,0,0,0
RESIDENTIAL CARE ELDERLY,306004350,SILVERADO SENIOR LIVING-SAN JUAN CAPISTRANO,"SSL MGMT,INC/SUBTENANT 30311 CAMINO CAPISTRANO,LLC",DEBORAH BROWN,(949) 240-0550,30311 CAMINO CAPISTRANO,SAN JUAN CAPISTRANO,CA,92675,ORANGE,22,96,LICENSED,3/1/12,,10/20/16,1,7,11,19
RESIDENTIAL CARE ELDERLY,306004349,SILVERADO SENIOR LIVING-TUSTIN HACIENDA,"SUBTENANT 240 E THIRD ST, LLC & SSL MGMT, INC.",YOLANDA LAWLER,(714) 832-7900,"240 THIRD STREET,EAST",TUSTIN,CA,92780,ORANGE,22,42,LICENSED,3/1/12,,5/4/16,1,1,8,10
RESIDENTIAL CARE ELDERLY,197608179,SILVERADO SENIOR LIVING - BEACH CITIES,"SSL MGMT,INC & SUBTENANT 514 N PROSPECT AVE,LLC",SAMMY HASSAN,(310) 896-3100,514 N. PROSPECT AVENUE,REDONDO BEACH,CA,90277,LOS ANGELES,28,120,LICENSED,11/2/11,,12/22/16,1,5,5,11
RESIDENTIAL CARE ELDERLY,415600869,SILVERADO SENIOR LIVING - BELMONT HILLS,"SUBTENANT 1301 RALSTON AVE, LLC & SILVERADO SENIOR","HOLLAND, CHERESE",(650) 654-9700,1301 RALSTON AVENUE,BELMONT,CA,94002,SAN MATEO,14,112,LICENSED,1/10/13,,9/9/16,0,6,8,14
RESIDENTIAL CARE ELDERLY,197608182,SILVERADO SENIOR LIVING - BEVERLY PLACE,"SSL MGMT,INC & SUBTENANT 330 N.HAYWORTH AVE. LLC",MELISSA ANDRIZZI-SOBEL,(323) 852-9200,330 N. HAYWORTH AVENUE,LOS ANGELES,CA,90048,LOS ANGELES,31,256,LICENSED,6/21/12,,11/12/16,1,9,6,16
RESIDENTIAL CARE ELDERLY,197602501,SILVERADO SENIOR LIVING - CALABASAS,"S.S.L.CALABASAS,INC & S.S.L.MANAGEMENT,INC.",MIKKI LAMM,(818) 222-1000,25100 CALABASAS ROAD,CALABASAS,CA,91302,LOS ANGELES,31,110,LICENSED,10/15/99,,11/22/16,3,41,25,69
RESIDENTIAL CARE ELDERLY,197609117,SILVERADO SENIOR LIVING - CALABASAS,"SILVERADO SENIOR LIVING, 25100 CALABASAS RD LLC","LAMM, MIKI",(818) 222-1000,25100 CALABASAS ROAD,CALABASAS,CA,91302,LOS ANGELES,31,110,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,374600997,SILVERADO SENIOR LIVING - ENCINITAS,SILVERADO SENIOR LIVING - ENCINITAS,JOLENE FARISH,(760) 753-1245,335 SAXONY ROAD,ENCINITAS,CA,92024,SAN DIEGO,8,122,CLOSED,11/14/00,3/1/12,9/15/11,0,0,0,0
RESIDENTIAL CARE ELDERLY,374603165,SILVERADO SENIOR LIVING - ENCINITAS,SILVERADO SR LVG MGMT INC/SUBTENANT 335 SAX LLC,LAUREN STOCKDALE,(760) 753-1245,335 SAXONY ROAD,ENCINITAS,CA,92024,SAN DIEGO,8,122,LICENSED,3/1/12,,12/14/16,1,8,7,16
RESIDENTIAL CARE ELDERLY,374603166,SILVERADO SENIOR LIVING - ESCONDIDO,SILVERADO SR LVG MGT INC/SUBTENANT 1500 BORDEN LLC,GRACE TALAMANTE,(760) 737-7900,1500 BORDEN ROAD,ESCONDIDO,CA,92026,SAN DIEGO,8,104,LICENSED,3/1/12,,10/20/16,2,14,12,28
RESIDENTIAL CARE ELDERLY,306004351,SILVERADO SENIOR LIVING - NEWPORT MESA,"SSL MGMT, INC/SUBTENANT 350 W. BAY ST.,LLC",TANA LEE MCMILLON,(949) 631-2212,350 WEST BAY STREET,COSTA MESA,CA,92627,ORANGE,22,82,LICENSED,3/1/12,,10/25/16,1,5,7,13
RESIDENTIAL CARE ELDERLY,306001413,SILVERADO SENIOR LIVING - SAN JUAN CAPISTRANO,SILVERADO SENIOR LIVING - SAN JUAN CAPISTRANO,CAROLE SHAW,(949) 240-0550,30311 CAMINO CAPISTRANO,SAN JUAN CAPISTRANO,CA,92675,ORANGE,22,96,CLOSED,11/30/01,3/1/12,11/29/11,0,0,0,0
RESIDENTIAL CARE ELDERLY,197608181,SILVERADO SENIOR LIVING - SIERRA VISTA,"SSL MGMT,INC/SUBTENANT 125 W SIERRA MADRE AVE,LLC",ALMA VIDA GWINN,(626) 812-9777,125 W. SIERRA MADRE AVENUE,AZUSA,CA,91702,LOS ANGELES,28,87,LICENSED,10/24/11,,12/20/16,1,2,5,8
RESIDENTIAL CARE ELDERLY,197608180,SILVERADO SENIOR LIVING - THE HUNTINGTON,"S.S.L.MGMT,INC/SUBTENANT 1118 N STONEMAN AVE,LLC",MARIA QUIZON,(626) 308-9777,1118 N. STONEMAN AVENUE,ALHAMBRA,CA,91801,LOS ANGELES,28,62,LICENSED,10/24/11,,10/26/16,1,1,3,5
RESIDENTIAL CARE ELDERLY,306003485,SILVERADO SENIOR LIVING - TUSTIN HACIENDA,"SILVERADO SENIOR LIVING TUSTIN, INC.",SUSAN EMBREE,(714) 832-7900,240 E. THIRD STREET,TUSTIN,CA,92780,ORANGE,22,42,CLOSED,10/12/07,3/1/12,10/21/11,0,0,0,0
RESIDENTIAL CARE ELDERLY,197607623,"SILVERADO SENIOR LIVING BEVERLY PLACE, INC.","SILVERADO SENIOR LIVING-LOS ANGELES, INC.",MONICA WESTPHALN,(323) 852-9200,330 N. HAYWORTH AVENUE,LOS ANGELES,CA,90048,LOS ANGELES,31,256,CLOSED,3/26/10,6/21/12,8/15/13,0,5,0,5
RESIDENTIAL CARE ELDERLY,374600529,SILVERADO SENIOR LIVING ESCONDIDO,"SILVERADO SENIOR LIVING, INC.","VIRGINIA JEAN"" BUSHER""",(760) 737-7900,1500 BORDEN ROAD,ESCONDIDO,CA,92026,SAN DIEGO,8,104,CLOSED,6/11/97,3/1/12,1/13/12,0,3,0,3
RESIDENTIAL CARE ELDERLY,306000921,SILVERADO SENIOR LIVING NEWPORT MESA,"SILVERADO SENIOR LIVING, INC.",KATIE R.LOURENCO,(949) 631-2212,350 WEST BAY STREET,COSTA MESA,CA,92627,ORANGE,22,82,CLOSED,2/23/99,3/1/12,2/22/12,1,0,0,1
RESIDENTIAL CARE ELDERLY,366425833,SILVERCARE HOMES,"SILVERCARE HOMES, INC.",ROLANDO/ZENAIDA SERQUINIA,(909) 796-1223,25117 LAWTON AVENUE,LOMA LINDA,CA,92354,SAN BERNARDINO,18,6,LICENSED,6/29/15,,8/15/16,0,2,9,11
RESIDENTIAL CARE ELDERLY,366410676,SILVERCARE HOMES RESIDENTIAL BOARD AND CARE,"SERQUINIA, ROLANDO & ZENAIDA","SERQUINIA, RONANDO",(909) 796-1223,25117 LAWTON AVE,LOMA LINDA,CA,92354,SAN BERNARDINO,18,6,CLOSED,7/27/05,6/29/15,4/6/15,2,0,1,3
RESIDENTIAL CARE ELDERLY,374602294,SILVERCREEK HOME CARE,MARIE A. LEBODA,MARIA LEBODA,(619) 464-3479,6530 BOON LAKE AVE,SAN DIEGO,CA,92119,SAN DIEGO,8,6,LICENSED,12/22/05,,7/12/13,1,2,3,6
RESIDENTIAL CARE ELDERLY,374600900,SILVERCREST GUEST HOME,"PADILLA, JOSEPHINE I.",JOSEPHINE I. PADILLA,(619) 475-6459,8236 WATERVIEW COURT,SPRING VALLEY,CA,91977,SAN DIEGO,8,6,LICENSED,3/8/00,,5/29/15,1,1,0,2
RESIDENTIAL CARE ELDERLY,370804404,SILVERCREST GUEST HOME,"PELINA, AMALIA","PELINA, AMALIA",(619) 442-3957,960 GROSSMONT AVENUE,EL CAJON,CA,92020,SAN DIEGO,8,15,LICENSED,12/29/93,,12/8/16,1,5,2,8
RESIDENTIAL CARE ELDERLY,155801229,SILVERCREST MANOR,"HUSSAIN, BARKET","REYES, JUAN",(661) 363-5215,902 BRENTWOOD DRIVE,BAKERSFIELD,CA,93306,KERN,24,11,LICENSED,11/16/04,,11/17/16,5,10,18,33
RESIDENTIAL CARE ELDERLY,374600907,SILVERGATE FALLBROOK RETIREMENT RESIDENCE,"AMERICARE HEALTH & RETIREMENT INC.,",PATRICIA A MARTINEZ,(760) 728-8880,420 ELBROOK DRIVE,FALLBROOK,CA,92028,SAN DIEGO,8,145,LICENSED,2/18/00,,12/30/16,1,22,8,31
RESIDENTIAL CARE ELDERLY,374600026,SILVERGATE SAN MARCOS RETIREMENT RESIDENCE,"AMERICARE HEALTH & RETIREMENT, INC. A CALIF. CORP.",MELBA DUNN,(760) 744-4484,1550/1560 SECURITY PLACE,SAN MARCOS,CA,92078,SAN DIEGO,8,160,LICENSED,5/26/94,,12/23/16,2,5,4,11
RESIDENTIAL CARE ELDERLY,157201417,SILVERLAKE HOME,SILVERLAKE HOME,"NAWWAH, WAHSAY",(661) 587-6336,3303 SILVERLAKE DRIVE,BAKERSFIELD,CA,93312,KERN,24,4,LICENSED,1/3/02,,1/14/16,5,0,0,5
RESIDENTIAL CARE ELDERLY,306002891,SILVERSTONE RESIDENTAL,MARIUS NITULESCU,MARIUS NITULESCU,(714) 527-0407,8681 LOLA AVENUE,STANTON,CA,90680,ORANGE,22,6,CLOSED,8/1/05,1/4/13,1/4/13,0,2,6,8
RESIDENTIAL CARE ELDERLY,374603003,SILVERTOP LLC,SILVERTOP LLC,"NAVARETTE, CHRYSTIAN",(760) 690-3814,1114 AMELIA PLACE,ESCONDIDO,CA,92026,SAN DIEGO,8,5,CLOSED,3/4/11,9/26/12,9/26/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,405801857,SILVERWING CARE LLC,"SILVERWING CARE, LLC.",YOUNG WON,(805) 610-3676,534 SACAGAWEA COURT,PASO ROBLES,CA,93446,SAN LUIS OBISPO,29,6,CLOSED,,5/23/13,,0,0,0,0
RESIDENTIAL CARE ELDERLY,336410303,SIMCARE HOMES LLC,SIMCARE HOMES LLC,PERLITA SIMAN,(951) 780-3200,155 BRACEBRIDGE ROAD,RIVERSIDE,CA,92506,RIVERSIDE,18,6,LICENSED,9/14/05,,12/23/16,1,0,6,7
RESIDENTIAL CARE ELDERLY,565801741,"SIMI HILLS FOR THE ELDERLY, INC.","SIMI HILLS FOR THE ELDERLY, INC.",SHEILA FIERRO,(805) 955-0484,2062 NORTH VERA COURT,SIMI VALLEY,CA,93063,VENTURA,31,6,CLOSED,7/22/11,10/7/13,8/1/13,0,0,1,1
